Ma sinh vien,Ho ten,Nam sinh,Diem trung tuyen,Diem TB
15754090,Tran Tuan,2003,28.5,9.7
15733893,Do Tuan,2002,28.7,9.7
31697869,Huynh Tuan,2002,28.4,9.3
18556198,Do Thanh,2002,28.0,9.9
72976527,Huynh Tuan,2003,25.1,9.3
42743580,Dang Huong,2003,28.9,9.9
37350935,Dang Duc,2003,25.2,9.8
36581012,Huynh Thi,2003,25.4,9.6
38613595,Huynh Hai,2003,28.5,9.9
89604267,Bui Hoan,2002,27.1,9.5
50635179,Huynh Minh,2003,27.7,9.3
61026926,Nguyen Thanh,2002,26.1,9.9
34370636,Bui Duc,2002,29.6,8.1
27131360,Huynh Thi,2003,28.1,9.5
66026227,Tran Tuan,2003,25.4,8.8
2506609,Hoang Minh,2002,26.1,9.8
75502095,Dang Minh,2002,29.9,8.8
35446101,Bui Duc,2002,29.0,9.8
4866174,Le Hai,2002,28.8,7.8
4833192,Dang Minh,2003,28.9,8.4
20171459,Huynh Tuan,2002,28.6,9.5
44287804,Nguyen Minh,2002,28.6,8.4
95255493,Dang Tuan,2003,26.6,7.6
77054328,Tran Thi,2003,26.5,9.7
97245095,Hoang Hai,2003,26.8,9.6
76387181,Huynh Huong,2003,28.9,7.9
3082770,Tran Hai,2002,26.4,7.6
14871591,Tran Tuan,2003,25.5,7.7
92362598,Pham Tuan,2002,27.1,9.7
37577878,Dang Van,2003,28.3,9.3
15754090,Tran Tuan,2003,28.5,9.7
15733893,Do Tuan,2002,28.7,9.7
31697869,Huynh Tuan,2002,28.4,9.3
18556198,Do Thanh,2002,28.0,9.9
72976527,Huynh Tuan,2003,25.1,9.3
42743580,Dang Huong,2003,28.9,9.9
37350935,Dang Duc,2003,25.2,9.8
36581012,Huynh Thi,2003,25.4,9.6
38613595,Huynh Hai,2003,28.5,9.9
89604267,Bui Hoan,2002,27.1,9.5
50635179,Huynh Minh,2003,27.7,9.3
61026926,Nguyen Thanh,2002,26.1,9.9
34370636,Bui Duc,2002,29.6,8.1
27131360,Huynh Thi,2003,28.1,9.5
66026227,Tran Tuan,2003,25.4,8.8
2506609,Hoang Minh,2002,26.1,9.8
75502095,Dang Minh,2002,29.9,8.8
35446101,Bui Duc,2002,29.0,9.8
4866174,Le Hai,2002,28.8,7.8
4833192,Dang Minh,2003,28.9,8.4
20171459,Huynh Tuan,2002,28.6,9.5
44287804,Nguyen Minh,2002,28.6,8.4
95255493,Dang Tuan,2003,26.6,7.6
77054328,Tran Thi,2003,26.5,9.7
97245095,Hoang Hai,2003,26.8,9.6
76387181,Huynh Huong,2003,28.9,7.9
3082770,Tran Hai,2002,26.4,7.6
14871591,Tran Tuan,2003,25.5,7.7
92362598,Pham Tuan,2002,27.1,9.7
37577878,Dang Van,2003,28.3,9.3
51920474,Le Tuan,2002,29.7,8.6
49789444,Le Hoan,2002,26.6,8.4
1938259,Tran Hoan,2003,27.5,7.9
12404227,Nguyen Van,2003,29.6,7.5
44943759,Huynh Nhu,2003,27.5,7.7
41800889,Tran Van,2002,27.1,8.3
46059220,Do Tuan,2003,28.1,9.0
77825844,Vu Minh,2002,27.3,9.0
39110760,Dang Van,2003,26.1,7.7
6321054,Tran Nhu,2003,25.9,8.6
8126645,Bui Thi,2003,25.3,9.2
47645479,Nguyen Van,2002,29.2,8.7
73378478,Le Tuan,2003,27.6,8.7
53584487,Nguyen Nhu,2003,25.2,8.7
219625,Dang Huong,2002,27.3,7.6
96252807,Hoang Thanh,2002,25.4,8.4
28846563,Do Duc,2003,26.2,9.8
89606258,Vu Hoan,2003,27.9,9.6
9878261,Vu Thi,2002,28.5,9.0
86643370,Tran Tuan,2003,28.3,9.8
80859720,Vu Tuan,2003,28.6,7.6
23846466,Bui Tuan,2002,27.6,8.8
51920474,Le Tuan,2002,29.7,8.6
49789444,Le Hoan,2002,26.6,8.4
1938259,Tran Hoan,2003,27.5,7.9
12404227,Nguyen Van,2003,29.6,7.5
44943759,Huynh Nhu,2003,27.5,7.7
41800889,Tran Van,2002,27.1,8.3
46059220,Do Tuan,2003,28.1,9.0
77825844,Vu Minh,2002,27.3,9.0
39110760,Dang Van,2003,26.1,7.7
6321054,Tran Nhu,2003,25.9,8.6
8126645,Bui Thi,2003,25.3,9.2
47645479,Nguyen Van,2002,29.2,8.7
73378478,Le Tuan,2003,27.6,8.7
53584487,Nguyen Nhu,2003,25.2,8.7
219625,Dang Huong,2002,27.3,7.6
96252807,Hoang Thanh,2002,25.4,8.4
28846563,Do Duc,2003,26.2,9.8
89606258,Vu Hoan,2003,27.9,9.6
9878261,Vu Thi,2002,28.5,9.0
86643370,Tran Tuan,2003,28.3,9.8
80859720,Vu Tuan,2003,28.6,7.6
23846466,Bui Tuan,2002,27.6,8.8
4045263,Bui Van,2002,25.0,8.1
76980755,Dang Van,2003,29.3,10.0
29015353,Vu Tuan,2002,29.6,9.7
56378388,Tran Thanh,2003,26.0,9.9
47316309,Do Duc,2002,27.0,9.7
99306881,Hoang Minh,2002,28.3,9.3
94694158,Le Van,2002,26.0,8.2
19518492,Le Duc,2002,29.4,9.9
73675862,Pham Thanh,2002,28.3,7.8
14718773,Nguyen Thi,2003,28.2,9.2
66613583,Do Minh,2003,25.4,8.8
58214423,Vu Hoan,2002,25.8,7.7
6780611,Do Van,2003,25.9,7.6
58894156,Tran Minh,2002,26.8,7.8
48507981,Tran Duc,2003,26.7,8.6
23277519,Tran Nhu,2003,27.0,9.9
40512810,Vu Thi,2002,29.0,9.8
52501611,Hoang Thi,2002,26.1,9.9
21284534,Tran Thanh,2002,25.4,9.2
15792098,Do Thanh,2003,26.7,8.7
2553024,Do Thanh,2002,29.1,10.0
46747361,Bui Hai,2003,29.7,8.2
18421238,Tran Duc,2003,25.8,9.5
19046947,Huynh Huong,2002,28.3,9.4
4045263,Bui Van,2002,25.0,8.1
76980755,Dang Van,2003,29.3,10.0
29015353,Vu Tuan,2002,29.6,9.7
56378388,Tran Thanh,2003,26.0,9.9
47316309,Do Duc,2002,27.0,9.7
99306881,Hoang Minh,2002,28.3,9.3
94694158,Le Van,2002,26.0,8.2
19518492,Le Duc,2002,29.4,9.9
73675862,Pham Thanh,2002,28.3,7.8
14718773,Nguyen Thi,2003,28.2,9.2
66613583,Do Minh,2003,25.4,8.8
58214423,Vu Hoan,2002,25.8,7.7
6780611,Do Van,2003,25.9,7.6
58894156,Tran Minh,2002,26.8,7.8
48507981,Tran Duc,2003,26.7,8.6
23277519,Tran Nhu,2003,27.0,9.9
40512810,Vu Thi,2002,29.0,9.8
52501611,Hoang Thi,2002,26.1,9.9
21284534,Tran Thanh,2002,25.4,9.2
15792098,Do Thanh,2003,26.7,8.7
2553024,Do Thanh,2002,29.1,10.0
46747361,Bui Hai,2003,29.7,8.2
18421238,Tran Duc,2003,25.8,9.5
19046947,Huynh Huong,2002,28.3,9.4
50203434,Tran Thanh,2002,27.7,8.2
31038137,Dang Huong,2003,25.2,9.9
99556857,Vu Huong,2002,29.5,9.3
69443898,Do Huong,2003,28.1,9.3
44536190,Nguyen Van,2002,25.1,9.5
54792179,Hoang Tuan,2003,29.2,9.9
33881285,Do Hoan,2002,27.2,8.5
35013958,Hoang Thi,2003,27.5,8.1
17462728,Dang Van,2003,29.4,9.3
82984733,Do Duc,2002,29.6,8.8
14048642,Le Nhu,2003,28.8,9.1
21247922,Tran Thi,2002,27.1,7.9
57551306,Dang Minh,2002,29.5,9.8
39412921,Nguyen Hoan,2002,29.5,7.8
47647869,Huynh Minh,2002,29.0,10.0
7168932,Tran Thanh,2003,28.4,9.6
78731377,Huynh Tuan,2003,29.5,9.9
85156506,Bui Hoan,2002,27.7,7.5
55340532,Tran Huong,2003,26.0,8.6
75124325,Pham Thanh,2003,25.2,8.8
41417696,Dang Duc,2002,26.2,9.3
80306593,Le Nhu,2003,27.6,7.6
50203434,Tran Thanh,2002,27.7,8.2
31038137,Dang Huong,2003,25.2,9.9
99556857,Vu Huong,2002,29.5,9.3
69443898,Do Huong,2003,28.1,9.3
44536190,Nguyen Van,2002,25.1,9.5
54792179,Hoang Tuan,2003,29.2,9.9
33881285,Do Hoan,2002,27.2,8.5
35013958,Hoang Thi,2003,27.5,8.1
17462728,Dang Van,2003,29.4,9.3
82984733,Do Duc,2002,29.6,8.8
14048642,Le Nhu,2003,28.8,9.1
21247922,Tran Thi,2002,27.1,7.9
57551306,Dang Minh,2002,29.5,9.8
39412921,Nguyen Hoan,2002,29.5,7.8
47647869,Huynh Minh,2002,29.0,10.0
7168932,Tran Thanh,2003,28.4,9.6
78731377,Huynh Tuan,2003,29.5,9.9
85156506,Bui Hoan,2002,27.7,7.5
55340532,Tran Huong,2003,26.0,8.6
75124325,Pham Thanh,2003,25.2,8.8
41417696,Dang Duc,2002,26.2,9.3
80306593,Le Nhu,2003,27.6,7.6
47989627,Dang Tuan,2003,26.1,9.9
70257201,Pham Huong,2002,25.8,7.6
12101076,Bui Van,2002,25.4,8.9
73203722,Vu Duc,2002,26.5,8.8
79685860,Vu Hai,2002,29.4,8.2
21265732,Huynh Hai,2002,26.1,9.6
58407590,Vu Thi,2002,28.4,7.5
92349768,Vu Huong,2003,27.1,7.8
97616256,Bui Thi,2002,28.1,9.4
83974436,Hoang Tuan,2003,29.8,8.5
42232640,Dang Hai,2003,27.9,9.4
84594175,Pham Duc,2003,28.0,8.6
28616788,Vu Huong,2003,25.6,9.6
44665183,Le Duc,2002,26.0,8.7
80274408,Huynh Tuan,2002,27.9,7.9
70932158,Dang Van,2003,27.7,7.6
2648589,Vu Thanh,2002,25.3,8.9
36245229,Bui Hai,2003,29.6,8.6
97057904,Le Huong,2003,27.4,8.0
81589451,Bui Thi,2002,26.9,8.3
22083660,Vu Hai,2003,25.9,8.6
47761092,Tran Tuan,2003,25.1,8.2
5872296,Do Van,2002,29.5,9.7
47989627,Dang Tuan,2003,26.1,9.9
70257201,Pham Huong,2002,25.8,7.6
12101076,Bui Van,2002,25.4,8.9
73203722,Vu Duc,2002,26.5,8.8
79685860,Vu Hai,2002,29.4,8.2
21265732,Huynh Hai,2002,26.1,9.6
58407590,Vu Thi,2002,28.4,7.5
92349768,Vu Huong,2003,27.1,7.8
97616256,Bui Thi,2002,28.1,9.4
83974436,Hoang Tuan,2003,29.8,8.5
42232640,Dang Hai,2003,27.9,9.4
84594175,Pham Duc,2003,28.0,8.6
28616788,Vu Huong,2003,25.6,9.6
44665183,Le Duc,2002,26.0,8.7
80274408,Huynh Tuan,2002,27.9,7.9
70932158,Dang Van,2003,27.7,7.6
2648589,Vu Thanh,2002,25.3,8.9
36245229,Bui Hai,2003,29.6,8.6
97057904,Le Huong,2003,27.4,8.0
81589451,Bui Thi,2002,26.9,8.3
22083660,Vu Hai,2003,25.9,8.6
47761092,Tran Tuan,2003,25.1,8.2
5872296,Do Van,2002,29.5,9.7
94497564,Pham Thi,2003,26.2,8.7
32901982,Pham Duc,2003,28.4,9.3
8469998,Tran Nhu,2003,26.6,7.9
54152444,Do Minh,2002,27.3,8.1
22902385,Bui Van,2003,25.9,7.8
23482327,Nguyen Thanh,2003,28.9,9.1
42479184,Dang Duc,2002,28.0,8.8
9406322,Tran Minh,2003,27.9,9.2
13405922,Tran Hai,2002,25.6,8.7
6849364,Bui Nhu,2003,28.1,7.9
84571591,Vu Duc,2002,28.9,8.8
67793070,Huynh Huong,2002,25.0,8.4
85596862,Le Huong,2003,26.1,8.1
97538454,Dang Nhu,2003,26.8,8.8
16394827,Do Nhu,2002,25.7,8.8
76584579,Nguyen Minh,2003,28.5,7.7
71631890,Vu Hoan,2003,29.8,8.7
2898764,Dang Huong,2003,28.5,7.9
51256714,Nguyen Hoan,2002,26.5,8.2
84850369,Vu Tuan,2003,27.1,8.3
1048750,Vu Van,2003,29.7,9.7
18644005,Tran Hai,2002,28.2,9.8
94497564,Pham Thi,2003,26.2,8.7
32901982,Pham Duc,2003,28.4,9.3
8469998,Tran Nhu,2003,26.6,7.9
54152444,Do Minh,2002,27.3,8.1
22902385,Bui Van,2003,25.9,7.8
23482327,Nguyen Thanh,2003,28.9,9.1
42479184,Dang Duc,2002,28.0,8.8
9406322,Tran Minh,2003,27.9,9.2
13405922,Tran Hai,2002,25.6,8.7
6849364,Bui Nhu,2003,28.1,7.9
84571591,Vu Duc,2002,28.9,8.8
67793070,Huynh Huong,2002,25.0,8.4
85596862,Le Huong,2003,26.1,8.1
97538454,Dang Nhu,2003,26.8,8.8
16394827,Do Nhu,2002,25.7,8.8
76584579,Nguyen Minh,2003,28.5,7.7
71631890,Vu Hoan,2003,29.8,8.7
2898764,Dang Huong,2003,28.5,7.9
51256714,Nguyen Hoan,2002,26.5,8.2
84850369,Vu Tuan,2003,27.1,8.3
1048750,Vu Van,2003,29.7,9.7
18644005,Tran Hai,2002,28.2,9.8
39837658,Le Nhu,2003,28.8,8.0
61835060,Hoang Van,2003,30.0,9.1
57195325,Vu Huong,2002,26.4,8.7
25842490,Tran Hai,2003,29.6,9.8
27862089,Le Thi,2002,29.8,9.8
59391722,Dang Thanh,2002,26.5,9.1
13969051,Hoang Thanh,2003,29.2,7.9
57911671,Do Van,2002,25.3,9.0
47538480,Tran Hoan,2002,28.1,8.3
73892859,Pham Minh,2003,27.3,9.6
7953483,Hoang Hoan,2002,26.3,9.6
41432921,Nguyen Duc,2003,29.4,9.2
37900289,Le Minh,2003,26.2,9.6
72005635,Le Thi,2002,29.3,9.9
66886147,Le Hoan,2003,27.8,8.9
56207215,Dang Hai,2003,27.4,8.3
37743091,Pham Nhu,2002,26.7,8.3
29473918,Tran Thanh,2003,29.3,8.4
193861,Huynh Minh,2003,26.3,8.0
13518300,Hoang Van,2002,27.2,8.6
15487705,Do Nhu,2002,26.0,8.0
2309023,Do Thi,2002,28.5,9.7
86869124,Huynh Huong,2002,29.9,9.0
29583111,Nguyen Hoan,2003,28.1,8.5
3875682,Dang Hai,2003,25.6,9.6
39837658,Le Nhu,2003,28.8,8.0
61835060,Hoang Van,2003,30.0,9.1
57195325,Vu Huong,2002,26.4,8.7
25842490,Tran Hai,2003,29.6,9.8
27862089,Le Thi,2002,29.8,9.8
59391722,Dang Thanh,2002,26.5,9.1
13969051,Hoang Thanh,2003,29.2,7.9
57911671,Do Van,2002,25.3,9.0
47538480,Tran Hoan,2002,28.1,8.3
73892859,Pham Minh,2003,27.3,9.6
7953483,Hoang Hoan,2002,26.3,9.6
41432921,Nguyen Duc,2003,29.4,9.2
37900289,Le Minh,2003,26.2,9.6
72005635,Le Thi,2002,29.3,9.9
66886147,Le Hoan,2003,27.8,8.9
56207215,Dang Hai,2003,27.4,8.3
37743091,Pham Nhu,2002,26.7,8.3
29473918,Tran Thanh,2003,29.3,8.4
193861,Huynh Minh,2003,26.3,8.0
13518300,Hoang Van,2002,27.2,8.6
15487705,Do Nhu,2002,26.0,8.0
2309023,Do Thi,2002,28.5,9.7
86869124,Huynh Huong,2002,29.9,9.0
29583111,Nguyen Hoan,2003,28.1,8.5
3875682,Dang Hai,2003,25.6,9.6
47839844,Huynh Minh,2002,26.5,8.4
24126245,Pham Huong,2003,28.7,7.5
45863275,Do Van,2002,29.1,10.0
784798,Nguyen Thanh,2003,29.4,9.3
49918641,Tran Minh,2002,27.3,7.6
55191944,Pham Tuan,2002,29.5,7.8
68570606,Tran Hai,2003,26.0,8.1
89587261,Dang Hoan,2002,26.9,8.8
38400638,Vu Van,2003,25.7,8.3
52184633,Bui Van,2002,26.3,9.6
86516971,Pham Duc,2003,29.2,9.2
60276610,Pham Tuan,2002,27.4,9.3
68822770,Pham Huong,2002,25.2,7.8
56553997,Hoang Thanh,2003,26.3,8.1
83159894,Vu Nhu,2003,26.0,8.2
58320437,Hoang Huong,2003,29.0,7.6
35485308,Tran Van,2003,28.9,8.2
7278129,Tran Hoan,2002,27.2,7.8
89858627,Tran Hai,2003,25.0,8.3
47839844,Huynh Minh,2002,26.5,8.4
24126245,Pham Huong,2003,28.7,7.5
45863275,Do Van,2002,29.1,10.0
784798,Nguyen Thanh,2003,29.4,9.3
49918641,Tran Minh,2002,27.3,7.6
55191944,Pham Tuan,2002,29.5,7.8
68570606,Tran Hai,2003,26.0,8.1
89587261,Dang Hoan,2002,26.9,8.8
38400638,Vu Van,2003,25.7,8.3
52184633,Bui Van,2002,26.3,9.6
86516971,Pham Duc,2003,29.2,9.2
60276610,Pham Tuan,2002,27.4,9.3
68822770,Pham Huong,2002,25.2,7.8
56553997,Hoang Thanh,2003,26.3,8.1
83159894,Vu Nhu,2003,26.0,8.2
58320437,Hoang Huong,2003,29.0,7.6
35485308,Tran Van,2003,28.9,8.2
7278129,Tran Hoan,2002,27.2,7.8
89858627,Tran Hai,2003,25.0,8.3
33538290,Pham Hai,2003,28.5,8.2
42957348,Do Minh,2002,29.5,8.3
52399190,Pham Thi,2003,25.6,8.9
89152529,Nguyen Hai,2003,26.2,7.9
21213353,Nguyen Tuan,2003,27.0,8.6
2387823,Hoang Huong,2003,27.2,8.8
38191257,Le Hai,2002,30.0,8.8
59344913,Huynh Duc,2002,29.9,8.3
35391338,Hoang Hoan,2003,28.3,9.6
53595090,Le Hoan,2003,26.2,8.7
63604089,Tran Van,2003,26.2,8.9
59504499,Dang Huong,2003,28.8,8.0
98519354,Nguyen Hoan,2002,25.8,9.3
14695796,Do Minh,2002,27.1,9.5
92576366,Dang Duc,2003,26.9,8.3
27571125,Hoang Tuan,2002,25.4,9.8
67712882,Nguyen Van,2003,26.5,8.5
3919262,Pham Hoan,2002,26.3,7.6
90476377,Bui Minh,2003,27.1,8.2
67898635,Huynh Hoan,2003,25.9,9.7
73737653,Nguyen Duc,2002,28.3,9.0
33538290,Pham Hai,2003,28.5,8.2
42957348,Do Minh,2002,29.5,8.3
52399190,Pham Thi,2003,25.6,8.9
89152529,Nguyen Hai,2003,26.2,7.9
21213353,Nguyen Tuan,2003,27.0,8.6
2387823,Hoang Huong,2003,27.2,8.8
38191257,Le Hai,2002,30.0,8.8
59344913,Huynh Duc,2002,29.9,8.3
35391338,Hoang Hoan,2003,28.3,9.6
53595090,Le Hoan,2003,26.2,8.7
63604089,Tran Van,2003,26.2,8.9
59504499,Dang Huong,2003,28.8,8.0
98519354,Nguyen Hoan,2002,25.8,9.3
14695796,Do Minh,2002,27.1,9.5
92576366,Dang Duc,2003,26.9,8.3
27571125,Hoang Tuan,2002,25.4,9.8
67712882,Nguyen Van,2003,26.5,8.5
3919262,Pham Hoan,2002,26.3,7.6
90476377,Bui Minh,2003,27.1,8.2
67898635,Huynh Hoan,2003,25.9,9.7
73737653,Nguyen Duc,2002,28.3,9.0
59832676,Nguyen Thanh,2002,26.0,9.5
66017630,Pham Nhu,2003,25.9,7.7
79746257,Le Minh,2002,28.1,8.9
60811981,Nguyen Thanh,2002,27.1,8.6
49030174,Pham Nhu,2003,28.6,8.5
67589861,Bui Hai,2003,27.3,9.6
41740505,Le Hoan,2002,25.8,9.3
18732806,Nguyen Hoan,2003,27.4,7.9
97800670,Pham Hoan,2003,28.3,9.8
29841496,Tran Van,2003,28.8,7.9
52265025,Pham Huong,2003,29.4,9.7
7879464,Le Hoan,2002,29.4,9.9
8546412,Do Hoan,2003,27.3,9.4
21421940,Le Minh,2003,28.4,8.6
91693669,Tran Tuan,2003,26.0,8.1
72155424,Le Thanh,2002,26.6,8.8
50627577,Tran Hai,2003,27.4,8.6
30129428,Do Hoan,2002,28.4,9.6
16617794,Bui Van,2003,26.9,8.9
68348193,Tran Tuan,2002,25.3,9.0
25710715,Bui Huong,2002,29.7,8.7
68105232,Pham Thanh,2002,25.8,7.9
59832676,Nguyen Thanh,2002,26.0,9.5
66017630,Pham Nhu,2003,25.9,7.7
79746257,Le Minh,2002,28.1,8.9
60811981,Nguyen Thanh,2002,27.1,8.6
49030174,Pham Nhu,2003,28.6,8.5
67589861,Bui Hai,2003,27.3,9.6
41740505,Le Hoan,2002,25.8,9.3
18732806,Nguyen Hoan,2003,27.4,7.9
97800670,Pham Hoan,2003,28.3,9.8
29841496,Tran Van,2003,28.8,7.9
52265025,Pham Huong,2003,29.4,9.7
7879464,Le Hoan,2002,29.4,9.9
8546412,Do Hoan,2003,27.3,9.4
21421940,Le Minh,2003,28.4,8.6
91693669,Tran Tuan,2003,26.0,8.1
72155424,Le Thanh,2002,26.6,8.8
50627577,Tran Hai,2003,27.4,8.6
30129428,Do Hoan,2002,28.4,9.6
16617794,Bui Van,2003,26.9,8.9
68348193,Tran Tuan,2002,25.3,9.0
25710715,Bui Huong,2002,29.7,8.7
68105232,Pham Thanh,2002,25.8,7.9
53493510,Dang Thanh,2003,29.6,8.6
51793680,Huynh Tuan,2003,29.0,9.2
94711975,Pham Thi,2003,27.7,7.7
82066026,Bui Minh,2002,29.2,8.8
21440347,Dang Nhu,2003,26.1,8.2
64074840,Do Duc,2003,29.4,9.1
22456017,Nguyen Thi,2003,28.5,8.4
3241968,Hoang Tuan,2002,29.1,8.4
54715577,Tran Thi,2003,27.7,7.5
89197900,Nguyen Tuan,2002,29.7,9.3
70099810,Do Hoan,2002,27.9,8.7
75046330,Dang Thi,2002,25.1,7.8
98379768,Pham Nhu,2003,28.7,9.7
61521513,Bui Huong,2003,27.0,7.5
90604376,Pham Duc,2003,28.1,8.5
25724894,Huynh Thanh,2003,25.5,9.1
64249798,Pham Hoan,2002,25.6,9.9
96426580,Pham Hoan,2002,26.9,9.6
46938544,Vu Thi,2003,29.6,8.3
56151652,Tran Duc,2002,29.7,8.8
17572525,Tran Hai,2002,26.4,8.9
95209289,Tran Duc,2002,28.6,8.0
51617678,Do Thanh,2003,26.3,8.2
49027738,Pham Minh,2002,26.1,7.9
38448796,Hoang Minh,2003,29.5,8.3
28743796,Bui Van,2003,27.7,8.3
91670289,Tran Nhu,2002,29.3,9.0
79531503,Tran Hoan,2003,26.7,8.4
37495707,Huynh Minh,2002,29.9,9.7
8092478,Nguyen Minh,2003,28.6,8.5
67828047,Do Van,2003,27.0,7.6
75887241,Le Nhu,2002,29.1,8.8
24910597,Pham Minh,2003,28.2,9.5
53493510,Dang Thanh,2003,29.6,8.6
51793680,Huynh Tuan,2003,29.0,9.2
94711975,Pham Thi,2003,27.7,7.7
82066026,Bui Minh,2002,29.2,8.8
21440347,Dang Nhu,2003,26.1,8.2
64074840,Do Duc,2003,29.4,9.1
22456017,Nguyen Thi,2003,28.5,8.4
3241968,Hoang Tuan,2002,29.1,8.4
54715577,Tran Thi,2003,27.7,7.5
89197900,Nguyen Tuan,2002,29.7,9.3
70099810,Do Hoan,2002,27.9,8.7
75046330,Dang Thi,2002,25.1,7.8
98379768,Pham Nhu,2003,28.7,9.7
61521513,Bui Huong,2003,27.0,7.5
90604376,Pham Duc,2003,28.1,8.5
25724894,Huynh Thanh,2003,25.5,9.1
64249798,Pham Hoan,2002,25.6,9.9
96426580,Pham Hoan,2002,26.9,9.6
46938544,Vu Thi,2003,29.6,8.3
56151652,Tran Duc,2002,29.7,8.8
17572525,Tran Hai,2002,26.4,8.9
95209289,Tran Duc,2002,28.6,8.0
51617678,Do Thanh,2003,26.3,8.2
49027738,Pham Minh,2002,26.1,7.9
38448796,Hoang Minh,2003,29.5,8.3
28743796,Bui Van,2003,27.7,8.3
91670289,Tran Nhu,2002,29.3,9.0
79531503,Tran Hoan,2003,26.7,8.4
37495707,Huynh Minh,2002,29.9,9.7
8092478,Nguyen Minh,2003,28.6,8.5
67828047,Do Van,2003,27.0,7.6
75887241,Le Nhu,2002,29.1,8.8
24910597,Pham Minh,2003,28.2,9.5
21230767,Huynh Nhu,2003,28.3,8.3
77530908,Hoang Hai,2002,25.4,8.5
3255351,Vu Minh,2003,29.8,8.7
96191629,Pham Thi,2002,29.3,7.7
19890105,Pham Nhu,2003,26.5,8.7
85282322,Bui Van,2003,25.8,9.9
57211945,Bui Thanh,2002,29.7,9.9
59561710,Do Hai,2003,29.7,9.5
33951286,Huynh Duc,2002,27.3,8.7
59157522,Do Duc,2002,29.5,9.5
1151581,Hoang Huong,2003,29.9,8.2
16040092,Hoang Hai,2003,25.0,9.6
6269826,Vu Van,2003,25.4,9.5
93901062,Dang Van,2002,25.3,9.8
26254842,Hoang Thi,2002,28.2,9.4
9646503,Do Thanh,2002,25.3,9.0
49782489,Nguyen Thi,2003,26.7,9.4
99290324,Hoang Tuan,2002,28.3,8.5
35840699,Vu Thanh,2003,26.2,8.6
8510447,Bui Huong,2003,28.4,7.6
24134656,Nguyen Minh,2003,28.8,7.7
22061878,Pham Van,2003,26.4,9.6
21147741,Bui Thi,2003,28.0,9.9
46205235,Huynh Minh,2002,25.6,9.7
61050765,Pham Tuan,2003,28.6,8.8
69208308,Do Nhu,2003,26.8,8.8
57606483,Bui Tuan,2003,25.9,8.5
23806878,Bui Thanh,2002,29.0,8.1
62912967,Nguyen Van,2003,29.4,9.1
21230767,Huynh Nhu,2003,28.3,8.3
77530908,Hoang Hai,2002,25.4,8.5
3255351,Vu Minh,2003,29.8,8.7
96191629,Pham Thi,2002,29.3,7.7
19890105,Pham Nhu,2003,26.5,8.7
85282322,Bui Van,2003,25.8,9.9
57211945,Bui Thanh,2002,29.7,9.9
59561710,Do Hai,2003,29.7,9.5
33951286,Huynh Duc,2002,27.3,8.7
59157522,Do Duc,2002,29.5,9.5
1151581,Hoang Huong,2003,29.9,8.2
16040092,Hoang Hai,2003,25.0,9.6
6269826,Vu Van,2003,25.4,9.5
93901062,Dang Van,2002,25.3,9.8
26254842,Hoang Thi,2002,28.2,9.4
9646503,Do Thanh,2002,25.3,9.0
49782489,Nguyen Thi,2003,26.7,9.4
99290324,Hoang Tuan,2002,28.3,8.5
35840699,Vu Thanh,2003,26.2,8.6
8510447,Bui Huong,2003,28.4,7.6
24134656,Nguyen Minh,2003,28.8,7.7
22061878,Pham Van,2003,26.4,9.6
21147741,Bui Thi,2003,28.0,9.9
46205235,Huynh Minh,2002,25.6,9.7
61050765,Pham Tuan,2003,28.6,8.8
69208308,Do Nhu,2003,26.8,8.8
57606483,Bui Tuan,2003,25.9,8.5
23806878,Bui Thanh,2002,29.0,8.1
62912967,Nguyen Van,2003,29.4,9.1
52999333,Pham Thanh,2002,27.4,7.8
19280963,Dang Huong,2003,29.2,9.9
83402909,Huynh Van,2003,28.2,9.5
52115839,Hoang Thi,2003,25.6,8.8
70830982,Tran Thanh,2002,29.2,9.6
25472533,Nguyen Hoan,2002,26.4,8.3
83525484,Huynh Huong,2002,28.4,8.8
13623519,Pham Minh,2003,26.6,9.6
51752293,Huynh Thanh,2002,25.3,9.5
47165339,Pham Thanh,2002,28.8,8.9
29049738,Dang Minh,2002,29.8,9.6
66403017,Huynh Duc,2002,27.9,9.9
47374721,Pham Hoan,2003,25.3,9.8
77837247,Pham Thi,2003,27.2,8.6
61602900,Do Hai,2002,25.9,7.5
52999333,Pham Thanh,2002,27.4,7.8
19280963,Dang Huong,2003,29.2,9.9
83402909,Huynh Van,2003,28.2,9.5
52115839,Hoang Thi,2003,25.6,8.8
70830982,Tran Thanh,2002,29.2,9.6
25472533,Nguyen Hoan,2002,26.4,8.3
83525484,Huynh Huong,2002,28.4,8.8
13623519,Pham Minh,2003,26.6,9.6
51752293,Huynh Thanh,2002,25.3,9.5
47165339,Pham Thanh,2002,28.8,8.9
29049738,Dang Minh,2002,29.8,9.6
66403017,Huynh Duc,2002,27.9,9.9
47374721,Pham Hoan,2003,25.3,9.8
77837247,Pham Thi,2003,27.2,8.6
61602900,Do Hai,2002,25.9,7.5
50649768,Bui Nhu,2002,28.2,8.5
28988949,Vu Van,2003,27.0,8.6
3728490,Bui Tuan,2002,27.2,8.0
99187501,Tran Duc,2003,26.0,7.9
17333945,Vu Thanh,2003,25.5,8.9
15101183,Le Duc,2002,27.7,7.9
46193845,Pham Duc,2002,27.8,9.0
